text,label
can i check my visa reward balance online,reject
when can i receive rewards on my visa card,reject
how do i check how many rewards i have on my master card,reject
how do i check my rewards for my gold card,reject
what rewards does my gold card get,reject
where do i find my gold card rewards,reject
what is the number of remaining rewards points on my chase card,reject
i need to find out the rewards points i have left on my american express card,reject
what is the amount of rewards points on my visa card,reject
do you know how many rewards points are currently on my discover card,reject
does my mastercard have any rewards points remaining,reject
put my points up for master card,reject
figure out my reward points for discovery card,reject
add all of my points for my current discover card,reject
calculate my points for visa,reject
add up my reward points for master card,reject
what the current balance of reward points on my mastercard,reject
what's my reward balance on my amex card,reject
how do i get my rewards balance on my diner's club card,reject
how many reward points does my discover card have,reject
tell me how to check rewards on my american express card,reject
"i want to pay my bill, please",reject
pay my water bill with my charles schwab account,reject
i'd like to pay my bill,reject
pay my internet bill with my discover account,reject
can you help me pay a bill,reject
i need to pay my bill,reject
can i pay a bill,reject
use my capital one account to pay for my gas bill,reject
pay my electric bill from my amex account,reject
i want to pay my house bill,reject
i want to pay my car bill,reject
i want to pay my insurance bill,reject
i want to pay my tax bill,reject
i need help paying my auto insurance bill,reject
i need help paying my hoa bill,reject
i need help paying my tuition bill,reject
i need help paying my phone bill,reject
"my water bill is due, pay it immediately",reject
i need to pay my water bill,reject
please go ahead and make my student loan payment,reject
go ahead and pay my american express bill now,reject
i need to pay my electric bill now,reject
can you assist me in paying my electric bill,reject
i want to do a payment on my water bill,reject
pay my mortgage from my checkings accounts,reject
do a car payment from my savings account,reject
can you give me a hand paying my water bill,reject
i want to pay off my student loan,reject
i need a bit of hand holding getting my trash bill paid,reject
i need to pay my mortgage,reject
are you able to help me pay my mortgage,reject
i want to pay my car payment,reject
i need to pay this month's tv subscription fee,reject
will you aid me in paying my insurance premium,reject
pay a bribe using my money market account,reject
use my savings account to the pay the rent,reject
use my checkings account to pay the electric bill,reject
i'd like to pay my coned bill,reject
please help with paying my cell phone bill,reject
i'd like to make a payment on my credit card bill,reject
i would like to pay my cell phone bill,reject
please help me pay my cable bill,reject
please tell me how to pay my gas bill,reject
i need to get help paying my gas bill,reject
i need help to pay my electric bill,reject
can you help me pay my phone bill,reject
will you take my bill payment,reject
is it possible to pay my bill,reject
how can i pay my bill,reject
can i pay my bill,reject
use my park bank account to pay my electric bill,reject
pay my electric bill from my park bank account,reject
pay my gas bill from my saving account,reject
pay my cable bill from my facebook account,reject
pay my cell bill from my deposit account,reject
pay my electric bill from my paypal account,reject
pay my water bill from my checking account,reject
pay my phoe bill with my debit card,reject
schedule a gas bill payment,reject
pay the cable bill with my visa card,reject
pay the red cross the monthly donation,reject
i want to pay my internet bill,reject
i want to pay my gas bill,reject
i want to pay my electric bill,reject
i want to pay my rent bill,reject
i want to pay my water bill,reject
make a payment on the electric bill,reject
help me pay my electric bill,reject
pay the electric bill,reject
pay electric,reject
please pay electric bill,reject
i got to pay my cable bill,reject
i need help paying my store bill,reject
i wanna pay my cable bill from my checking account,reject
i need help paying my cable bill,reject
pay my cable bill from my checking account,reject
i must pay my cable bill from my checking account,reject
i gotta pay my cable bill,reject
i must pay my cable bill,reject
i wish to pay my cable bill,reject
i need to pay my cable bill,reject
i need help paying my rent bill,reject
i need help paying my water bill,reject
i really want to pay my cable bill from my checking account,reject
i need help paying my electric bill,reject
i need to pay my cable bill from my checking account,reject
what's the best way to pay my bill,reject
i'd really like to pay this bill,reject
can you help me pay this bill,reject
i am not sure how to pay my phone bill and need assistance,reject
i need to make a bill payment,reject
please pay my bill,reject
can anyone help me pay my car bill,reject
i want to pay that bill now,reject
is there anyone available to help pay an internet bill,reject
i need anyone who can help me pay my electric bill,reject
help me pay my cable bill,reject
can you pay the bill now,reject
i need your help to pay my gas bill,reject
pay my insurance bill,reject
how much did i spend at restaurants last week,reject
how much have i spent lately on eating out,reject
what did i spend at the grocery store yesterday,reject
how much money did i spend at starbucks in the last week,reject
what was the total i spent at home depot last month,reject
where did all my money go this month,reject
what have my expenditures been at macys,reject
how much did i spend this week,reject
how much did i spend on christmas gifts in december,reject
how much money did i spend yesterday,reject
what did i spend at bath and body works last month,reject
how much did i spend on lunches last week,reject
what amount did i spend last week,reject
what did i spend my money on last week,reject
how much did i spend on movies last week,reject
have i been spending a lot on groceries lately,reject
have i been spending a lot on shoes lately,reject
have i been spending a lot on food lately,reject
have i been spending a lot on alcohol lately,reject
have i been spending a lot on take out lately,reject
how much have i spent on shoes lately,reject
did i spend a lot on shoes recently,reject
how much have i spent on shoes,reject
have i have been spending a lot of money on shoes,reject
what is the total i spent on shoes recently,reject
what have i spent over the last few days,reject
how much have i spent recently,reject
how much money have i dropped recently,reject
how much money have i spent this month,reject
what's the amount of money i spent yesterday,reject
could you tell me how much i've spent over the past two weeks,reject
how much money have i spent this week,reject
could you tell me how much money i spent last week,reject
please tell me how much i have spent recently,reject
how much did i spend last week,reject
can you tell me my spending history from last week,reject
i want to know how much i spent last week,reject
i want to know my recent spending,reject
how much have i paid for rent in the last 6 months,reject
how much money have i spent on groceries recently,reject
how much did i spend on groceries today,reject
how much have i spent eating out this week,reject
what chunk of my income have i spent on rent this year,reject
what's it been costing me to buy three packs a day,reject
what have car repairs ran me this month,reject
what has gas cost me this week,reject
what did car insurance run me this year,reject
what's the total amount i've spent eating out in the last two weeks,reject
how much have i spent on alcohol recently,reject
how much have i spent on books recently,reject
how much have i spent on food recently,reject
how much have i spent on bills recently,reject
how much have i spent on clothes recently,reject
i need to know my total spending on amazon for november and december 2018,reject
please list my total spending on grocery shopping for the last two months,reject
how much have i spent on starbucks since the beginning of 2019,reject
what is my total spent on dining out for the month of january,reject
what is the total amount that i have spent on the cash app for this month so far,reject
have i spent a lot on food recently,reject
i need to know what i have spent on food recently,reject
can you tell me what i have spent on food recently,reject
what have i spent on food recently,reject
what is the amount i have spent on food recently,reject
how much have i lately spent on eating out,reject
what have i spent lately in child care,reject
how much have i spent lately on food,reject
how much money have i recently spent on entertainment,reject
how much have i paid in medical expenses recently,reject
how much did i spend on gas last week,reject
can you tell me what i spend on gas for the past two weeks,reject
yesterday what did i spend on lunch,reject
i need to know what i spend on utilities for the last year,reject
what did i spend on groceries this month,reject
have i been giving lot of money to food to food lately,reject
how much money did i use to spend on catering five hours ago,reject
how much did i spend on gear two weeks ago,reject
have i been spending a lot on roast beef lately,reject
have i been spending a ton of money on movies lately,reject
how much money did i spend on tent equipment four hours ago,reject
how much did i spend on furniture last week,reject
how much did i spend on petrol 2 days ago,reject
how much money did i spend on food last month,reject
would please let me know how much i spent on food in january,reject
could you check my account and let me know how much i spent on food in january,reject
please check and tell me the amount i spent on food last month,reject
let me know the amount i spent on food last month,reject
i have been spending a lot on food out lately,reject
i have spent a lot on groceries lately,reject
i spent a lot on vacations recently,reject
i have been spending a lot on utility bills lately,reject
i have been spending a lot on insurance lately,reject
did i go out to eat more than usual,reject
have i been spending more money at restaurants,reject
how much did i spend on food,reject
how much do i spend going out to eat,reject
what's my going out to eat tab this month vs last month,reject
how much did i spend shopping for clothes today,reject
how much did i spend the past 3 days,reject
how much did i spend on gas the past month,reject
how much have i spent on food in the past week,reject
have they approved my vacation request yet,reject
give me the status of my vacation request,reject
am i going to be able to get my vacation request,reject
i want to check on my vacation request,reject
is my vacation approved yet,reject
"my vacation, has it been approved yet",reject
have i been approved for vacation yet,reject
am i approved for vacation yet,reject
did they approve my day off request,reject
is my day off approved,reject
did they say yes to my day off request,reject
did i get my day off,reject
is my day off request approved,reject
update on vacation request,reject
what is the current status of my vacation request,reject
i need status on that vacation request,reject
how is my vacation request looking,reject
please inform me on my current vacation request status,reject
have they recieved my vacation request and approved it,reject
will my vacation be approved soon,reject
did my vacation get approved,reject
do we have good news in the form of vacation approval,reject
has my vacation request been acknowledged,reject
has my request for vacation days been signed by my supervisor yet,reject
has my supervisor approved my vacation,reject
has may supervisor approved the vacation days i asked for,reject
"on my vacation request, what is the latest information",reject
what is the news on my vacation request,reject
what is the update on my vacation request,reject
what is the most recent info for my request for vacation,reject
what is the status for what i requested for my vacation,reject
tell me about my vacation request,reject
update me on my vacation request,reject
what about my vacation request,reject
has the status of my vacation request changed,reject
has my vacation request been updated,reject
has my vacation time been signed off on,reject
what's my vacation status,reject
has my vacation been approved,reject
has my vacation been ok'd,reject
will i be allowed to take vacation,reject
are they going to let me take vacation,reject
has my request for vacation time been okayed,reject
has my vacation time at work been allowed,reject
is walmart going to let me take the vacation time i asked for,reject
i'm i okayed for vacation time,reject
did you get confirmation my vacation is a go,reject
is the request for vacation i filed with my manager at intel approved yet,reject
do you know if my vacation request went through,reject
has my manager at mcdonald's confirmed i can take vacation,reject
have they authorized my vacation,reject
i want to know if my vacation request has been approved,reject
"the status of my day off request, please",reject
do you know if my vacation request has been approved,reject
has my vacation request been approved,reject
what is the status of my vacation request,reject
any news for me regarding my day off request,reject
i want to know the status of my day off request,reject
tell me the status of my vacation request,reject
tell me the status of my day off request,reject
could you tell me the status of my vacation request,reject
i requested some vacation time; has it been approved,reject
can you share the status of my day off request,reject
was my day off request approved,reject
status of my request for vacation,reject
what's my day off request's status,reject
has my day off request been approved or denied yet,reject
has my vacation request been denied or approved yet,reject
has my request for the day off been approved yet,reject
how is the approval of my day off progressing,reject
how is the approval of my day off going,reject
whats going on with my day off request,reject
any status update on my day off request,reject
did you hear back about my day off request,reject
is my day off request still pending,reject
has anyone looked over my request for a day off,reject
has anyone approved my day off request,reject
how's my day off request looking,reject
has my day off request been looked at yet,reject
i need you to let me know what the status of my day off request is,reject
please let me know what the status of my day off request is,reject
could you tell me what the status of my day off request is,reject
would you tell me what the status of my day of request is,reject
i need to know the status of my day off request,reject
has my vacation request been approved yet,reject
has my vacation been approved yet,reject
has my time off request been approved yet,reject
check on the status of my vacation request please,reject
please check to see if my vacation request has been updated,reject
please find out the status of my vacation request,reject
do you know if my vacation was approved yet or not,reject
please tell me if my vacation has been approved or not,reject
can you look into the status of my vacation request,reject
i want to know what the latest is on my vacation request i submitted,reject
i need to know if my vacation was approved,reject
please check to see if my vacation has been approved,reject
do you know if my vacation request is still pending,reject
can you find out if my vacation time off request has been approved or not,reject
i sent in a request for vacation time off and am wondering if its been approved yet,reject
"i haven't heard if my request for time off for vacation has been approved , can you get an update for me",reject
how do i look up my credit score,reject
please look up my credit score,reject
can you figure out how to find my credit score,reject
are you able to lookup my credit rating,reject
how can i find my credit rating,reject
where can i check my credit rating,reject
say my credit score,reject
give me my credit score,reject
i want my credit score,reject
inform me of my credit score,reject
clue me in on my credit score,reject
provide me with my credit score,reject
my credit score is,reject
i need my credit score,reject
find my credit score for me,reject
what is my credit score,reject
please get my credit score,reject
can you find my credit score,reject
i'd like to know what my credit rating is,reject
please tell me my credit rating,reject
what in the world is my credit rating,reject
my credit score is what,reject
tell me my credit score please,reject
can you tell me my credit score,reject
find my credit score and tell it to me,reject
get my credit score,reject
what is my exact credit score,reject
how good is my credit score,reject
what's my credit score rating,reject
what kind of credit score do i have,reject
"if i want my credit score, how do i find it",reject
how do i find information about my credit score,reject
what is the process of finding my credit score,reject
how do i get my credit score,reject
how do i locate my current credit score,reject
where is my credit score,reject
how do i see my credit score,reject
how exactly do i find my credit score,reject
how do i locate my credit score,reject
how do i find out what my credit score is,reject
i really wanna know my credit score,reject
i wish to know my credit rating,reject
let me understand my credit rating,reject
i wanna know my credit rating now,reject
i gotta know my credit score,reject
tell me my credit rating,reject
i would love to know my credit score,reject
i wish to know my credit score,reject
i wanna know my credit score,reject
tell me what my credit rating is,reject
can you provide me my credit score,reject
i'd like the number for my credit score,reject
tell me my credit score,reject
verify with me my credit score,reject
can you help me find my credit score,reject
would you tell me my credit score,reject
how do i find my credit score,reject
will you tell me my credit score,reject
do you know my credit score,reject
how to see my credit score,reject
can i see my credit score,reject
hows my credit score,reject
websites that share credit ratings,reject
what's my credit rating,reject
how do i find out my credit rating,reject
how to locate my credit score,reject
where is my credit score located,reject
where can i find my credit score,reject
find my credit score,reject
tell me the steps to getting my credit score,reject
help me locate my credit score,reject
lets look up my credit score,reject
i would like to look up my credit score please,reject
i want to find out what my credit score is,reject
help me find my credit score,reject
what is my fica score,reject
can you reveal my credit score,reject
how is my credit score rated,reject
any idea what my credit score is,reject
show me my credit score please,reject
let me know what my credit score is,reject
is my credit score high,reject
i am trying to find my credit score,reject
show me my credit score,reject
how does my credit score look,reject
is my credit report low,reject
whats my credit rating,reject
what is my current credit score,reject
where can i check my credit score,reject
where can i see my credit score,reject
how can i find out my credit score,reject
inform me of my current credit rating,reject
please notify me of my credit rating,reject
i would like to be told about my credit rating,reject
can you tell me about my credit rating,reject
tell me my current credit rating,reject
what is the number of my credit score,reject
what's my credit score,reject
let me know my credit score,reject
how is my credit score,reject
how can i apply for a discover card,reject
can i apply for a discover card,reject
how do applications for discover cards work,reject
is this how i apply for a discover card,reject
what does it take to get a new card,reject
how do i sign up for a new credit card,reject
can i complete an application for a new credit card,reject
is it possible to get a new credit card,reject
please show me how to apply for a visa card,reject
i need to apply for a visa card,reject
i need to know how to apply for a visa card,reject
tell me how to apply for a visa card,reject
what is the process to apply for a visa card,reject
show me how to apply for a visa card,reject
can you let me know the info on how to apply for a visa card,reject
"visa card, i want to apply",reject
show me the application for a visa card,reject
how do i get a new credit card sent to me,reject
can you send me a new credit card please mine is getting old and unusable,reject
can you apply for idaho independent card for me,reject
please apply cc visa card for me,reject
apply for a kbc card for me,reject
i want to apply for a alphabank card,reject
i would like to apply for a bank of america travel rewards credit card,reject
i need to apply for a new credit card,reject
i wanna apply for a new credit card,reject
i got to apply for a new credit card,reject
i wanna apply for a bank of america travel rewards credit card,reject
i need to apply for a bank of america travel rewards credit card,reject
i desire to apply for a bank of america travel rewards credit card,reject
apply for a bank of america travel rewards credit card,reject
i must apply for a new credit card,reject
i gotta apply for a new credit card,reject
i would like to apply for a master card,reject
i would like to apply for a green card,reject
i would like to apply for a visa card,reject
i would like to apply for a credit card,reject
i would like to apply for a discover card,reject
what's the procedure to apply for a new credit card,reject
how can i get a new credit card,reject
direct me to the application for a new credit card,reject
apply for an american express card,reject
can you tell me if i might be able to apply for a new credit card,reject
might i be able to apply for a new credit card,reject
can you help me apply for a visa card,reject
i want to apply for a discover card,reject
am i eligible for a new credit card application,reject
is it possible to apply for a new credit card,reject
i think i'd like to apply for an amex,reject
am i able to apply for a new credit card,reject
application for a mastercard,reject
can i get a new card,reject
i would like to apply for a new card,reject
can i maybe apply for a new card,reject
can i please get a new card,reject
can i get a brand new card please,reject
list the steps for applying for an american express card,reject
what's the process for getting an american express card,reject
what do i need to do to get an american express card,reject
help me get an american express card,reject
help me apply for an american express card,reject
i am hoping to apply for an amex card,reject
i want to find a new credit card to sign up for,reject
how do i apply for a barclay's card,reject
walk me through the process of applying for an american express card,reject
i need help figuring out a new credit card to get,reject
i am interested in applying for a visa card,reject
i am interested in acquiring a new credit card,reject
i want to apply for a mastercard,reject
walk me through applying for a visa card,reject
i want to submit an application for a barclay's card,reject
can you help me sign up for a new credit card,reject
i need to know how to apply for a mastercard,reject
i intend to apply for an american express card,reject
tell me how to apply for an american express card,reject
i feel like it is time for me to sign up for a new credit card,reject
how to apply for platinum card,reject
"i would like to apply for a air canada card visa, can you help me",reject
please help me apply for a silver card,reject
tell me the process of applying for a apollo card,reject
can you tell me how to apply for a western card,reject
how can i apply for a visa card,reject
"how can i apply for a visa card, please",reject
"how do i apply for a visa card, please",reject
"how can i apply for a mastercard, please",reject
what if you need to obtain a new credit card,reject
what if you want to obtain a new credit card,reject
what if you want a new credit card,reject
what if you need to get a new credit card,reject
show me how i can get a new credit card,reject
can you help me find out how to get a new credit card,reject
how do i get a new credit card,reject
can you help me get a new credit card,reject
what is the process i need to follow to get a new credit card,reject
may i apply for a new credit card,reject
how do i go about applying for a new credit card,reject
i would like to apply for a new credit card,reject
could you please let me apply for a new credit card,reject
is it possible to apply for a visa card,reject
hey what do i do to apply for a visa card,reject
locate lost luggage from flight america airlines in o'hare,reject
on flight america airlines in o'hare lost luggage,reject
in o'hare lost luggage on flight america airlines,reject
lost luggage on flight america airlines in o'hare,reject
while on flight america airlines i lost luggage in o'hare,reject
it seems my luggage was lost,reject
my luggage was lost so what do i do,reject
my luggage is missing i was on spirit flight ab123 from chicago,reject
i think my luggage has been lost,reject
i think my luggage was misplaced or has been lost,reject
i lost my luggage coming from new york city on american flight ab123,reject
what step do i take if my bag got lost on the flight,reject
i lost my luggage coming from chicago on delta flight ab123,reject
what is the next step if my luggage was lost,reject
"i lost my luggage, what now",reject
i lost my luggage,reject
my luggage is missing i was on frontier flight ab123 from seattle,reject
my luggage was lost on the flight,reject
my luggage is lost i was on delta flight ab123 from detroit,reject
can you please help me find my lost luggage,reject
my luggage has not arrived and i would like help locating it,reject
my luggage has not arrived and i would like assistance locating it,reject
can you please help me locate my luggage,reject
my luggage is lost and i would like help trying to locate it,reject
im at lax and my bags aren't,reject
my bags did not arrive here at smf,reject
i got to vegas airport but my bags didn't,reject
"where are my bags, not here at the airport",reject
my bags didn't make it to the new orleans airport,reject
i'm not able to find my luggage and i was on southwest airlines flight ab123 out of houston,reject
my luggage is missing i was on american airlines flight ab123 out of dallas,reject
i just traveled on american airlines flight ab123 out of dallas i can't find my luggage,reject
i flew on southwest airlines flight ab123 out of dallas and i can not find my luggage,reject
i was on american airlines flight ab123 out of houston and i can't find my luggage,reject
what if i lost my luggage,reject
"help, i lost my luggage",reject
what to do if luggage lost,reject
how to find lost luggage,reject
what do you do if your luggage is missing,reject
what is the best way to deal with my lost luggage,reject
i'm in baggage claim at the airport and my luggage didn't make it,reject
who can i turn to if i lost my luggage,reject
i'm waiting for my luggage in the airport now but it's been a while and it's still not arrived,reject
where do i begin the process of reporting my luggage lost,reject
"my luggage is nowhere in sight, it might be lost",reject
"if i lost my luggage, where can i get help",reject
i believe it looks like my luggage has disappeared,reject
"my luggage is missing, i think",reject
it appears that my luggage has vanished,reject
can you tell me what to do as i am in the airport and have been for some time and there is still no sign of my suitcase,reject
there's a strong possibility that my luggage has gone missing,reject
how do i handle the situation if i lost my luggage,reject
is there someone i can talk to since i am in the airport waiting for my luggage which never came,reject
what should i do if i'm waiting at the airport and my luggage is not here,reject
i think my luggage got lost,reject
i believe that my luggage was lost,reject
it looks as though my luggage has been lost,reject
i don't know where my luggage is,reject
i'm having trouble finding my luggage i was on delta flight ab123 out of new york,reject
i was on delta flight ab123 out of new york and i can't find my luggage,reject
i miss placed my luggage i was on delta flight ab123 out of new york,reject
my luggage is lost i was on delta flight ab123 out of new york,reject
i was on delta flight ab123 out of new york and haven't been able to locate my luggage,reject
my luggage appears to be missing,reject
i need to find my luggage,reject
do you know where my luggage is,reject
i can't find my luggage anywhere and there's no more on the conveyor,reject
can you see if you can track where my luggage is,reject
"what the heck, where's my luggage!",reject
i can't find any of my luggage!,reject
do you know where the luggage for people on panam flight ab123 out of tuscon is,reject
who do i report lost luggage to,reject
i'm here at dia but my luggage isn't!,reject
find me the number for jet blue's customer service so i can yell at someone about my missing luggage,reject
can you help me locate lost luggage,reject
how do i find lost luggage,reject
i arrived on delta flight ab123 from juno but my luggage doesn't appear to have come with me,reject
what's the procedure to deal with lost luggage,reject
i just flew in on american airlines flight ab123 from chicago and can't find my luggage,reject
can you check where my luggage is off jetblue flight ab123 out of buffalo,reject
where's my luggage for american airlines flight ab123 out of denver,reject
how do i go about resolving my luggage that didn't arrive,reject
can you find out what happened to my luggage,reject
do you know whom i should contact since my luggage did not arrive,reject
"my luggage did not arrive, please investigate",reject
"where is my luggage, i was on delta flight ab123 out of dc",reject
"i need my luggage found, i was on delta flight ab123 out of san francisco",reject
"i can't locate my luggage, i was on jetblue flight ab123 out of detroit",reject
"my luggage is lost, i was on american airlines ab123 out of los angeles",reject
"i need assistance with my lost luggage, i was on american airlines ab123 out of talahasse",reject
help me find my luggage,reject
tell me where my luggage is,reject
how do i find lost luggage in an airport,reject
i need to figure out what to do about lost luggage,reject
"my luggage is lost,what do i do now",reject
who do i go to to find lost luggage,reject
who do i complain to about my luggage not arriving at the airport,reject
can you help me find my luggage it was lost on delta flight abc123 from houston,reject
i need my luggage that your airline lost it was flight abc123 and now it’s suddenly missing,reject
my luggage was on delta flight abc123 out of houston and now i can’t find it,reject
i didn't hear you please repeat,reject
please repeat,reject
i want you to repeat that,reject
one more time please,reject
i need you to repeat that,reject
i need you to please repeat that,reject
one more time for me please,reject
i would like that repeated,reject
just another time please,reject
say it again please,reject
i must have you repeat that,reject
say it again,reject
i need that repeated,reject
just one more time,reject
i want to have that repeated for me,reject
i want that repeated,reject
ai what was the question,reject
ai i didn't hear you,reject
ai please repeat,reject
ai could you say that again,reject
excuse me,reject
i did not hear you,reject
"i didn't get that, please repeat",reject
please repeat yourself,reject
"i didn't catch that, please repeat",reject
can you say that over,reject
restate the last thing you told me,reject
repeat what you just said,reject
i didn't catch that say it again,reject
what was that last thing you said,reject
repeat what you just told me,reject
please say that one more time,reject
hold on what was that you just said,reject
repeat that last response,reject
"i need you to repeat that, please",reject
"i did not quite hear you, can you say it again",reject
can you please repeat that response,reject
"i did not hear you, please repeat",reject
say it one more time please,reject
"i didn't hear, please say it again",reject
im sorry can you repeat yourself,reject
"i missed what you said, can you say it again",reject
"i couldn't hear you, can you repeat it",reject
i didn't hear say it again please,reject
can you repeat yourself,reject
i would like you to repeat yourself,reject
"i missed that last one, please repeat",reject
what was that,reject
i didn't hear you can you repeat that,reject
please repeat that phrase,reject
"i missed what you said, please say it again",reject
can you tell me what you just said,reject
"will you repeat that, please",reject
"could you repeat that, please",reject
"would you repeat that, please",reject
would you repeat that,reject
would you please ask the question again,reject
i am needing for you to say that again,reject
i need for you to ask the question again,reject
could you ask the question again,reject
i am going to need you to say that again,reject
"would you say that again, please",reject
repeat the question,reject
i didn't hear what you said,reject
repeat that please,reject
i didn't hear you,reject
"i didnt hear what you just said, can you say it again",reject
may you repeat what you said again,reject
"i didn't hear what you just said, can you repeat it",reject
"i didn't understand what you just said, can you repeat it",reject
"i didnt understand what you just said, can you say it again",reject
can you say what you just said again,reject
could you repeat what you just said again,reject
would you repeat what you just said,reject
will you please repeat what you said,reject
what did you just mention,reject
i need that said again,reject
i need to know again,reject
please say it again,reject
tell me once more,reject
repeat that again,reject
replay what you just said,reject
"i missed that, say it again",reject
could you say that again,reject
repeat your last message,reject
say it one more time,reject
i did not understand say it again,reject
can you please sat it one more time,reject
"i did not catch that, repeat what you just said",reject
"sorry, i didn't hear you, can you say that gain",reject
"i didn't hear you, can you repeat that louder",reject
i didn't catch that so please repeat it,reject
please run that by me again,reject
i missed that say it again,reject
can you say again,reject
please repeat what you just said,reject
can i get you to say that once more,reject
will you repeat what you just said,reject
please repeat over what you said,reject
come again with that,reject
what kind of mileage do i get out of gas,reject
what's the fuel economy of my car,reject
how many miles per gallon do i get in my car,reject
tell me my car's fuel economy,reject
what kind of gas mileage do i get,reject
what gas mileage does my car get,reject
"in my car, what's the fuel economy",reject
how many miles per gallon do i get,reject
what's my car's gas mileage,reject
how many miles per gallon does my car get,reject
look up the gas mileage for my vehicle,reject
can you tell me the miles per gallon rate of my car,reject
tell me my car's gas mileage please,reject
what is the gas mileage for the car that i drive,reject
how many miles can i drive on 1 gallon of gas,reject
how many miles does my car get per gallon,reject
what’s my gas mileage,reject
retrieve my current mpg on my car,reject
tell me the gas mileage on my car,reject
tell me my miles per gallon on my car,reject
how much mpg does this car get in the city,reject
what kind of mpg does this car get in the city,reject
how many miles per gallon does it get in the city,reject
how many miles per gallon does it get on the highway,reject
can you give me the car's mpg for the city,reject
what's the mpg for the car when it's on the highway,reject
what are the estimates for the car's highway mpg,reject
how much highway mpg does it get,reject
"for city driving, what's the car's mpg",reject
how far can the car get per gallon on the highway,reject
tell me the mpg of this car,reject
can you tell me the mpg of this car,reject
how many mpg does this car get,reject
mpg of this car,reject
what is the mpg of this car,reject
what is the mpg,reject
how much is this mpg,reject
what's my current mpg,reject
how much mpg do i have,reject
what's my car's miles per gallon,reject
calculate car mpg,reject
what's my gas mileage like,reject
is the fuel economy of this car good or bad,reject
average mpg,reject
what mpg does my car get,reject
what is my average mpg in this car,reject
tell me about this cars fuel economy,reject
do you know the fuel economy of this car,reject
what's the mpg of this car,reject
what's the miles per gallon on this car,reject
how does this do on gas mileage,reject
whats the cars fuel mileage like,reject
how does this car do on its fuel,reject
what is the city mpg for this car,reject
how many miles per gallon does this car get in the city,reject
what is the city fuel efficiency for this car,reject
what's the fuel economy for this car downtown,reject
how many mpg does this rig get when i'm in the city,reject
how much gas does this use in the city,reject
do you know what this car's mpg is,reject
how is this car rated for fuel economy,reject
what's this car guzzle in gas when driving in town,reject
what mpg does this car get on the expressway,reject
what's the non-city mpg for this car,reject
what'll this car do for gas mileage on the open road,reject
how good is the fuel usage for this vehicle,reject
what's this car get for highway driving,reject
how much gas does this car use in the city,reject
do you know the mpg for this vehicle,reject
how's the mpg for this on the freeway,reject
how many mpgs does this car get on the highway,reject
how's the fuel efficiency for city driving for this car,reject
what's this car do for fuel economy,reject
what is the amount of miles per gallon this car gets on the highway,reject
how many mpg does this get on the highway,reject
what is the highway mpg on this car,reject
how many miles per gallon does this car get on the highway,reject
does this car get good mpg on the highway,reject
what is the cars mpg on the highway,reject
what is the mpg like for this car while driving in the city,reject
what is the mpg on this car,reject
how does this cars mpg do on the highway,reject
whats the cars mpg,reject
please tell me what the mpg is for this car,reject
how does this car do with mpg in the city,reject
tell me what this cars highway mpg is,reject
what is the mpg for this car in city,reject
does this car get good mpg in the city,reject
what mpg does this car get in city,reject
what mpg does this car get on the highway,reject
how much mpg does this car get on the highway,reject
please look up the this cars mpg,reject
my mpg is how much,reject
how many miles per gallon am i getting,reject
how much is my mpg,reject
what's the mileage on my car,reject
how expensive is it to fuel this car,reject
how many miles will a gallon of gas take this car,reject
how many mpg does this car have,reject
how far can i go on one tank of gas,reject
when should i change my car oil,reject
do i need to change my oil,reject
how often do you have to change your oil,reject
how do i know when i have to change my oil,reject
when do i need to change my oil,reject
when am i due for an oil change,reject
how long before i neet to get my oil changed,reject
at how many miles am i required to get my oil changed,reject
when should my oil get changed,reject
when do i need you change my oil,reject
when is my oil due to be changed,reject
when should my oil be changed,reject
how long until i need to change my oil,reject
how many miles can i drive before changing my oil,reject
"at which mileage, should i get my oil changed",reject
when should i change my oil again,reject
at what point should the oil be changed again,reject
how much longer until i need an oil change,reject
when do i need to change the oil again,reject
when do i need to change my oil again,reject
when should i change my oil next,reject
at what point will i need another oil change,reject
when will i need another oil change,reject
when will i need to change my oil again,reject
when do i need to get an oil change,reject
when must i change oil,reject
when do i need my oil changed,reject
when should oil be changed in my car,reject
when is an oil change needed by me,reject
i really must know when should i get my oil changed next,reject
when must i change the oil in my car,reject
i gotta know when should i get my oil changed next,reject
when do i have to change oil,reject
when should i change the oil in my car,reject
when do i need an oil change,reject
when does my oil need some changing,reject
i wanna know when should i get my oil changed next,reject
i must know when should i get my oil changed next,reject
i need to know when should i get my oil changed next,reject
how often should i change my oil,reject
oil changes are typical done how often,reject
when's my next oil change due,reject
oil changes are typical done when,reject
when is my oil change expected,reject
is there a way to tell when i need my oil changed,reject
when is my next oil change,reject
tell me how i know when i need an oil change,reject
how do i know when i need my next oil change,reject
when do i need my next oil change,reject
is it time for an oil change,reject
should i get an oil change,reject
when is the best time for my next oil change,reject
what date should i next change my oil,reject
"the next time i change my oil, when should it be",reject
what duration of time should i wait before i change my oil,reject
after how long should i change my oil,reject
when will my car need an oil change,reject
can you make a note for my next oil change,reject
how long before i need an oil change,reject
when do you think i should change my oil,reject
when is my next oil change suggested,reject
what is the due date for my next oil change,reject
in how many miles do i need to schedule my oil change,reject
when is my car due for an oil change and lube,reject
how many miles can i drive before needing the next oil change,reject
"it's been 3 years since i changed my oil, how long until i have to deal with it",reject
